3.677432174211211446e+01,3.210592550338707269e+02,3.723952740639726926e+02,4.418965214602301330e+02
3.010639503911555437e+01,3.162335371511562130e+02,3.652673588769736739e+02,4.445814282119831091e+02
2.684542115355589331e+01,2.929204066118625747e+02,3.525724073993825414e+02,4.534900599272451700e+02
2.435123361864727798e+01,2.800057057778690250e+02,3.519855433222010674e+02,4.371306306430112727e+02
1.886730653964957938e+01,2.739395961670257407e+02,3.494595117762545442e+02,4.487382410285628680e+02
1.437447107642906374e+01,2.284347780362189440e+02,3.191500739237972653e+02,4.203886106331771657e+02
1.107747274778443902e+01,1.637125336956754893e+02,2.526423779934226843e+02,3.597874853446662087e+02
5.888480173176911414e+00,1.116424190733477388e+02,1.858520943184043688e+02,3.044851540335428126e+02
2.169866866250435233e+00,8.248366887689890348e+01,1.477349023291162382e+02,2.257722321131797685e+02
1.191919010728771822e+00,5.548685416579246521e+01,1.064887432050760623e+02,1.812278255820274353e+02
2.953070570498805281e-01,1.616989407214014207e+01,3.492336655383773092e+01,9.624056116390590887e+01
4.056178328334179461e+00,2.525699085656066245e+01,3.535645617233049620e+01,6.557285126350889470e+01
8.559338369833254134e+00,5.808068703311695913e+01,8.014383980194890000e+01,7.933333960892719006e+01
1.211300078413893111e+01,7.371701472699990632e+01,9.985056865272747473e+01,1.039848767686635256e+02
1.520872412947937846e+01,7.866360805711109094e+01,1.003919699834224559e+02,9.651141110198381057e+01
