1.123597476562738251e+01,1.181610880659928569e+02,8.715238067311312875e+01,7.528216283942668952e+01
9.351962659678886070e+00,1.190169644761401315e+02,9.831144701711927780e+01,7.302287880549383203e+01
7.440078852176523760e+00,1.167761114912826486e+02,1.082354065391389923e+02,7.075448935928814365e+01
5.818044120999820379e+00,1.096053872326420588e+02,1.103577686690321968e+02,6.692485242160302050e+01
4.325303074659773372e+00,9.606586720927197121e+01,1.077105174229479019e+02,7.140811560921599721e+01
3.213894628598846559e+00,8.111526968377599189e+01,1.039602563816410736e+02,8.397125679620336314e+01
3.419712030992548613e+00,6.541019119583403096e+01,8.382019915722835890e+01,8.750521247519826318e+01
3.738434056101054725e+00,4.055823460772138134e+01,5.049189301349888837e+01,6.466196707404647270e+01
1.189668686858063484e+00,1.894138395620874604e+01,3.110751608652634204e+01,3.116367215132280677e+01
3.128733461110618785e-01,7.667731351962792985e+00,1.564148752844707957e+01,2.285500035688464848e+01
1.165189628728133947e-01,5.254821771499368133e+00,9.131814052147653626e+00,1.965365598582133799e+01
1.249291728159391962e-01,2.721006893725426590e+00,6.919360431463675631e+00,1.866301577255672228e+01
4.904990206241032769e-01,3.961778232727818150e+00,5.454043345566496725e+00,2.894642019977996839e+01
1.394730590616423405e-01,3.118031971357715815e+00,6.100340815259604810e+00,2.029295037631485243e+01
3.599421683892475854e-02,1.178233492333248922e+00,3.406600179622089275e+00,2.403402421913886045e+01
