3.382312968508210105e+01,1.453187489255427067e+02,1.578394210131438626e+02,9.801687847466043024e+01
3.469769255623708659e+01,1.376885744333963544e+02,1.491827113014236659e+02,8.499221304414149358e+01
2.945338416339777510e+01,1.221653254328417404e+02,1.331776219254759894e+02,8.247038640656343489e+01
2.578287958994368623e+01,1.072243870166347932e+02,1.139709489054490490e+02,8.697642253224398701e+01
2.209845529412241305e+01,8.650439477603987370e+01,8.756582150409850840e+01,8.846929074465253962e+01
2.286778507584479669e+01,8.445433888009914369e+01,8.802474927261610560e+01,1.066749407082935335e+02
2.709672621790772240e+01,1.089519631535371929e+02,1.373098734331047410e+02,1.393172495876586936e+02
2.052859404335390181e+01,9.222075640371888028e+01,1.110665983668415322e+02,1.295106310362570810e+02
9.592845018139264823e+00,4.405757194498083607e+01,5.692526801689484728e+01,9.292306991024203455e+01
6.058828983696343151e+00,5.880511387155573999e+01,6.672606916192954429e+01,7.035605099800730500e+01
1.533855711165423852e+00,1.486511431769337399e+01,1.855061837432853977e+01,3.015161894052942060e+01
3.913340797276827931e+00,1.994084285476427709e+01,3.147491876027224933e+01,6.329498404885041651e+01
8.121520575412295884e+00,4.250678808806969045e+01,5.924005092939832195e+01,8.316728536901281643e+01
1.183931956450655143e+01,6.748931234371717380e+01,9.055447333631602191e+01,8.912616508368785162e+01
1.560306733079193720e+01,8.491393674173714601e+01,1.104627725424540898e+02,9.423308493569493294e+01
