0.108364,-0.110431,-0.648316,0.024676,-0.062937,-1.106842,0.159177,-0.107575,-1.165140,0.159177,-0.107575,-1.165140,0.088229,0.114519,-0.646092,-0.172302,0.076375,-1.031613,-0.062982,0.134039,-1.117664,-0.062982,0.134039,-1.117664,0.002337,0.009977,0.153830,0.028707,0.007376,0.214557,0.012688,-0.003873,0.474184,0.082107,-0.002102,0.533074,0.020963,0.196830,0.349288,-0.005638,0.198298,0.056248,0.175489,0.176920,-0.163469,0.175489,0.176920,-0.163469,0.175489,0.176920,-0.163469,-0.016856,-0.197770,0.338894,-0.038392,-0.228733,0.050264,0.088516,-0.256477,-0.212831,0.088516,-0.256477,-0.212831,0.088516,-0.256477,-0.212831
0.097693,-0.108189,-0.649895,0.005924,-0.060021,-1.106851,0.139922,-0.104627,-1.166290,0.139922,-0.104627,-1.166290,0.103657,0.116973,-0.644372,-0.152172,0.079456,-1.033053,-0.042448,0.137173,-1.118506,-0.042448,0.137173,-1.118506,0.002544,0.009263,0.153798,0.029109,0.006902,0.214439,0.013433,-0.005179,0.474068,0.082855,-0.002956,0.533062,0.018962,0.195942,0.349565,-0.010438,0.198032,0.056877,0.164964,0.182148,-0.167933,0.164964,0.182148,-0.167933,0.164964,0.182148,-0.167933,-0.012578,-0.199174,0.338524,-0.026509,-0.231358,0.049266,0.109257,-0.256521,-0.209755,0.109257,-0.256521,-0.209755,0.109257,-0.256521,-0.209755
0.087120,-0.106150,-0.651196,-0.012570,-0.057598,-1.106501,0.120912,-0.102126,-1.167117,0.120912,-0.102126,-1.167117,0.118475,0.118985,-0.642191,-0.129177,0.082218,-1.036155,-0.018277,0.140019,-1.119996,-0.018277,0.140019,-1.119996,0.002856,0.008587,0.153768,0.029635,0.006489,0.214324,0.014359,-0.006313,0.473951,0.083801,-0.003645,0.533019,0.017144,0.195150,0.349762,-0.015259,0.197687,0.057474,0.154095,0.186983,-0.172266,0.154095,0.186983,-0.172266,0.154095,0.186983,-0.172266,-0.008100,-0.200392,0.338267,-0.013874,-0.233693,0.048544,0.131281,-0.256225,-0.205708,0.131281,-0.256225,-0.205708,0.131281,-0.256225,-0.205708
0.076816,-0.104359,-0.652219,-0.030739,-0.055707,-1.105778,0.102189,-0.100093,-1.167663,0.102189,-0.100093,-1.167663,0.132218,0.120461,-0.639705,-0.103836,0.084530,-1.040747,0.008939,0.142398,-1.121997,0.008939,0.142398,-1.121997,0.003259,0.007965,0.153739,0.030261,0.006144,0.214214,0.015421,-0.007269,0.473836,0.084897,-0.004173,0.532952,0.015521,0.194462,0.349884,-0.020052,0.197263,0.058046,0.143031,0.191305,-0.176389,0.143031,0.191305,-0.176389,0.143031,0.191305,-0.176389,-0.003546,-0.201405,0.338117,-0.000800,-0.235635,0.048137,0.154054,-0.255520,-0.200681,0.154054,-0.255520,-0.200681,0.154054,-0.255520,-0.200681
0.066946,-0.102860,-0.652982,-0.048536,-0.054377,-1.104669,0.083776,-0.098543,-1.167974,0.083776,-0.098543,-1.167974,0.144479,0.121342,-0.637111,-0.076770,0.086244,-1.046520,0.038444,0.144119,-1.124290,0.038444,0.144119,-1.124290,0.003731,0.007409,0.153711,0.030957,0.005871,0.214110,0.016567,-0.008040,0.473726,0.086087,-0.004540,0.532865,0.014101,0.193889,0.349938,-0.024768,0.196771,0.058600,0.131939,0.195028,-0.180241,0.131939,0.195028,-0.180241,0.131939,0.195028,-0.180241,0.000958,-0.202204,0.338068,0.012372,-0.237112,0.048059,0.176998,-0.254396,-0.194730,0.176998,-0.254396,-0.194730,0.176998,-0.254396,-0.194730
0.057667,-0.101695,-0.653514,-0.065926,-0.053625,-1.103161,0.065677,-0.097481,-1.168093,0.065677,-0.097481,-1.168093,0.154933,0.121606,-0.634621,-0.048698,0.087220,-1.053065,0.069338,0.145004,-1.126605,0.069338,0.145004,-1.126605,0.004249,0.006928,0.153683,0.031687,0.005673,0.214013,0.017739,-0.008622,0.473623,0.087310,-0.004753,0.532767,0.012883,0.193439,0.349932,-0.029352,0.196226,0.059136,0.120998,0.198099,-0.183778,0.120998,0.198099,-0.183778,0.120998,0.198099,-0.183778,0.005284,-0.202787,0.338107,0.025290,-0.238096,0.048304,0.199520,-0.252905,-0.187978,0.199520,-0.252905,-0.187978,0.199520,-0.252905,-0.187978
0.049127,-0.100901,-0.653855,-0.082872,-0.053452,-1.101243,0.047892,-0.096901,-1.168066,0.047892,-0.096901,-1.168066,0.163347,0.121268,-0.632431,-0.020428,0.087340,-1.059935,0.100611,0.144916,-1.128676,0.100611,0.144916,-1.128676,0.004786,0.006532,0.153654,0.032415,0.005551,0.213924,0.018878,-0.009016,0.473531,0.088505,-0.004815,0.532667,0.011859,0.193122,0.349873,-0.033744,0.195651,0.059654,0.110390,0.200501,-0.186974,0.110390,0.200501,-0.186974,0.110390,0.200501,-0.186974,0.009311,-0.203160,0.338223,0.037610,-0.238592,0.048839,0.221044,-0.251155,-0.180619,0.221044,-0.251155,-0.180619,0.221044,-0.251155,-0.180619
0.041471,-0.100507,-0.654049,-0.099328,-0.053847,-1.098901,0.030431,-0.096792,-1.167925,0.030431,-0.096792,-1.167925,0.169590,0.120376,-0.630703,0.007170,0.086531,-1.066701,0.131201,0.143785,-1.130295,0.131201,0.143785,-1.130295,0.005312,0.006227,0.153624,0.033107,0.005506,0.213844,0.019927,-0.009219,0.473454,0.089611,-0.004734,0.532575,0.011021,0.192944,0.349768,-0.037877,0.195077,0.060148,0.100305,0.202251,-0.189817,0.100305,0.202251,-0.189817,0.100305,0.202251,-0.189817,0.012929,-0.203335,0.338401,0.049021,-0.238640,0.049612,0.241048,-0.249294,-0.172906,0.241048,-0.249294,-0.172906,0.241048,-0.249294,-0.172906
0.034844,-0.100535,-0.654144,-0.115224,-0.054783,-1.096122,0.013320,-0.097129,-1.167693,0.013320,-0.097129,-1.167693,0.173621,0.119001,-0.629548,0.033206,0.084783,-1.073015,0.160053,0.141615,-1.131351,0.160053,0.141615,-1.131351,0.005802,0.006018,0.153593,0.033727,0.005537,0.213772,0.020834,-0.009236,0.473393,0.090573,-0.004516,0.532500,0.010359,0.192912,0.349622,-0.041678,0.194539,0.060606,0.090933,0.203399,-0.192308,0.090933,0.203399,-0.192308,0.090933,0.203399,-0.192308,0.016046,-0.203329,0.338628,0.059251,-0.238307,0.050554,0.259078,-0.247490,-0.165140,0.259078,-0.247490,-0.165140,0.259078,-0.247490,-0.165140
0.029390,-0.100991,-0.654184,-0.130454,-0.056215,-1.092894,-0.003379,-0.097879,-1.167383,-0.003379,-0.097879,-1.167383,0.175481,0.117234,-0.629015,0.056829,0.082155,-1.078648,0.186206,0.138491,-1.131853,0.186206,0.138491,-1.131853,0.006232,0.005904,0.153562,0.034250,0.005640,0.213711,0.021557,-0.009073,0.473353,0.091345,-0.004172,0.532452,0.009867,0.193027,0.349443,-0.045068,0.194077,0.061012,0.082462,0.204020,-0.194461,0.082462,0.204020,-0.194461,0.082462,0.204020,-0.194461,0.018589,-0.203160,0.338890,0.068086,-0.237670,0.051591,0.274775,-0.245906,-0.157646,0.274775,-0.245906,-0.157646,0.274775,-0.245906,-0.157646
