1.793480166110592222e+01,6.082102795258953876e+01,6.028162380193987957e+01,7.639435608228571084e+01
1.558443023146585915e+01,5.749146526440534899e+01,6.220582242700117348e+01,7.790179041987178721e+01
1.513651467656228711e+01,5.389181071864449279e+01,5.313219279854909871e+01,6.585229416415049286e+01
1.374366860495231712e+01,6.368357808365297501e+01,6.300163683687000571e+01,7.906942786271184787e+01
1.074096968475066660e+01,7.196199747021816506e+01,6.748429425625381839e+01,6.677206932560081043e+01
8.905134459640521527e+00,6.725136189708224776e+01,7.230357275483140711e+01,8.357923759280031106e+01
7.571435530563276117e+00,5.929480077072788902e+01,7.267854893770895330e+01,9.405817059289032045e+01
5.414937920969946639e+00,4.421636000696060620e+01,5.836928174095301358e+01,9.448082372337385948e+01
2.639338337289900416e+00,2.754434859009275982e+01,4.162486961979237776e+01,7.531432587347653396e+01
1.577166175608830212e+00,1.237792278777055444e+01,2.643652776932454529e+01,5.899890090619606298e+01
1.069000374710064316e-01,6.417926125976260110e+00,1.480213112462071656e+01,4.297173060041929205e+01
1.512097103270656939e+00,6.785651396441834571e+00,1.021884815712512484e+01,2.502175535405898188e+01
3.218727869854280943e+00,1.963297968345437283e+01,2.628435410329607080e+01,3.159194444958275838e+01
4.648191155504004968e+00,2.572262578039306291e+01,3.312896664017125659e+01,4.599217348798773486e+01
5.968071618618695950e+00,2.792511930639865625e+01,3.418691721280871576e+01,4.124867461719276918e+01
