2.717010826351138419e+01,3.136574585756687270e+02,1.897393072058803511e+02,1.826854156347635865e+02
2.373167607393638079e+01,2.869314322874785717e+02,1.684608284001038498e+02,1.950168871956172438e+02
1.946667238045048620e+01,2.799866732436223629e+02,1.809057825741088266e+02,1.740415691720130269e+02
1.416347627326732983e+01,2.763661301094238070e+02,1.991311259933303575e+02,1.655381846929265066e+02
1.043038128191935954e+01,2.261900847220671551e+02,1.862051989447986955e+02,1.636441982151052628e+02
7.877923438606226902e+00,1.654685711331456730e+02,1.554020610594443212e+02,1.794660757861543914e+02
7.030595701065993630e+00,1.385695087053229884e+02,1.526609066891196846e+02,1.923333123047775075e+02
3.986034050005026863e+00,1.129596596322605535e+02,1.499116312207601993e+02,1.277890296687728835e+02
1.807799848070189785e+00,5.297262769705989882e+01,7.402371829288584593e+01,8.158144247761674706e+01
8.960654506545239206e-01,2.529366277636977500e+01,4.130250574133106767e+01,6.212714698740115438e+01
3.043969405111073279e-01,1.565190057801169843e+01,2.821661818285133094e+01,4.648920200617165932e+01
3.403329252573840114e-01,8.611833888854587116e+00,1.745020153510131777e+01,4.328131286653681542e+01
1.238932746852025701e+00,1.076629467876453994e+01,1.585617037566169785e+01,5.277443142982077973e+01
4.063325779208974420e-01,8.500645655233448394e+00,1.693204560379114909e+01,5.310377187343645033e+01
1.054487246339330109e-01,3.839760089334466109e+00,1.011919389967371430e+01,5.727013112829180130e+01
