0.130944,-0.122899,-0.647008,-0.115323,-0.087644,-1.045586,-0.017325,-0.124197,-1.157461,-0.017325,-0.124197,-1.157461,0.115705,0.100946,-0.639743,0.054747,0.051180,-1.099558,0.191159,0.104864,-1.136690,0.191159,0.104864,-1.136690,0.010079,0.013055,0.152953,0.035678,0.014405,0.213629,0.014363,0.011620,0.474718,0.091494,0.016799,0.522138,0.015585,0.209155,0.345332,-0.023892,0.211038,0.052793,0.127911,0.223055,-0.189342,0.127911,0.223055,-0.189342,0.127911,0.223055,-0.189342,0.002359,-0.189010,0.344106,0.038231,-0.228892,0.056399,0.258868,-0.238675,-0.137414,0.258868,-0.238675,-0.137414,0.258868,-0.238675,-0.137414
0.147276,-0.125396,-0.643351,-0.088862,-0.090998,-1.048062,0.010999,-0.128216,-1.158090,0.010999,-0.128216,-1.158090,0.101714,0.099020,-0.641375,0.030414,0.049180,-1.099764,0.166360,0.102859,-1.138514,0.166360,0.102859,-1.138514,0.010046,0.013470,0.153011,0.035604,0.014524,0.213742,0.014022,0.012385,0.474821,0.091140,0.016854,0.522308,0.018293,0.209712,0.345383,-0.015885,0.213251,0.052036,0.144897,0.222461,-0.184432,0.144897,0.222461,-0.184432,0.144897,0.222461,-0.184432,-0.000839,-0.188314,0.344054,0.029360,-0.226996,0.055748,0.242730,-0.241664,-0.145726,0.242730,-0.241664,-0.145726,0.242730,-0.241664,-0.145726
0.162702,-0.127554,-0.639288,-0.059639,-0.094142,-1.051762,0.043198,-0.132043,-1.158813,0.043198,-0.132043,-1.158813,0.087811,0.097191,-0.642577,0.004053,0.047650,-1.098970,0.139372,0.101195,-1.139952,0.139372,0.101195,-1.139952,0.010000,0.013843,0.153083,0.035530,0.014566,0.213869,0.013749,0.012972,0.474929,0.090819,0.016719,0.522494,0.020979,0.210078,0.345507,-0.007617,0.215059,0.051446,0.162710,0.220817,-0.178419,0.162710,0.220817,-0.178419,0.162710,0.220817,-0.178419,-0.004062,-0.187701,0.343945,0.019968,-0.225012,0.055104,0.224732,-0.244672,-0.154681,0.224732,-0.244672,-0.154681,0.224732,-0.244672,-0.154681
0.176717,-0.129295,-0.635060,-0.028582,-0.096913,-1.056265,0.078107,-0.135422,-1.159291,0.078107,-0.135422,-1.159291,0.074420,0.095534,-0.643355,-0.023607,0.046667,-1.097064,0.110910,0.099922,-1.140875,0.110910,0.099922,-1.140875,0.009927,0.014167,0.153165,0.035438,0.014536,0.214004,0.013527,0.013371,0.475040,0.090514,0.016404,0.522697,0.023530,0.210255,0.345694,0.000580,0.216396,0.051049,0.180696,0.218117,-0.171346,0.180696,0.218117,-0.171346,0.180696,0.218117,-0.171346,-0.007255,-0.187179,0.343786,0.010247,-0.222979,0.054520,0.205272,-0.247553,-0.163818,0.205272,-0.247553,-0.163818,0.205272,-0.247553,-0.163818
0.188918,-0.130560,-0.630937,0.003234,-0.099136,-1.061100,0.114340,-0.138098,-1.159205,0.114340,-0.138098,-1.159205,0.061998,0.094123,-0.643764,-0.051810,0.046290,-1.093985,0.081695,0.099084,-1.141216,0.081695,0.099084,-1.141216,0.009816,0.014439,0.153251,0.035310,0.014443,0.214142,0.013334,0.013582,0.475148,0.090205,0.015924,0.522913,0.025837,0.210254,0.345933,0.008371,0.217238,0.050848,0.198176,0.214459,-0.163349,0.198176,0.214459,-0.163349,0.198176,0.214459,-0.163349,-0.010361,-0.186753,0.343586,0.000397,-0.220943,0.054035,0.184843,-0.250171,-0.172711,0.184843,-0.250171,-0.172711,0.184843,-0.250171,-0.172711
0.199017,-0.131317,-0.627186,0.034621,-0.100652,-1.065838,0.150376,-0.139850,-1.158345,0.150376,-0.139850,-1.158345,0.051016,0.093018,-0.643902,-0.079784,0.046545,-1.089730,0.052453,0.098701,-1.140965,0.052453,0.098701,-1.140965,0.009657,0.014657,0.153337,0.035133,0.014297,0.214274,0.013150,0.013607,0.475251,0.089874,0.015299,0.523137,0.027804,0.210093,0.346213,0.015442,0.217603,0.050832,0.214505,0.210038,-0.154663,0.214505,0.210038,-0.154663,0.214505,0.210038,-0.154663,-0.013317,-0.186429,0.343353,-0.009367,-0.218954,0.053677,0.164012,-0.252422,-0.181008,0.164012,-0.252422,-0.181008,0.164012,-0.252422,-0.181008
0.206836,-0.131557,-0.624040,0.064337,-0.101344,-1.070164,0.184658,-0.140534,-1.156680,0.184658,-0.140534,-1.156680,0.041930,0.092263,-0.643895,-0.106746,0.047420,-1.084356,0.023911,0.098772,-1.140155,0.023911,0.098772,-1.140155,0.009441,0.014818,0.153417,0.034895,0.014109,0.214395,0.012957,0.013455,0.475343,0.089509,0.014553,0.523367,0.029348,0.209799,0.346519,0.021524,0.217539,0.050971,0.229114,0.205123,-0.145617,0.229114,0.205123,-0.145617,0.229114,0.205123,-0.145617,-0.016059,-0.186215,0.343096,-0.018823,-0.217071,0.053460,0.143407,-0.254245,-0.188449,0.143407,-0.254245,-0.188449,0.143407,-0.254245,-0.188449
0.212292,-0.131297,-0.621680,0.091166,-0.101160,-1.073924,0.215715,-0.140103,-1.154373,0.215715,-0.140103,-1.154373,0.035158,0.091885,-0.643882,-0.131902,0.048861,-1.077987,-0.003196,0.099275,-1.138853,-0.003196,0.099275,-1.138853,0.009167,0.014921,0.153485,0.034595,0.013889,0.214495,0.012742,0.013138,0.475420,0.089103,0.013711,0.523596,0.030410,0.209396,0.346840,0.026405,0.217119,0.051230,0.241551,0.200021,-0.136612,0.241551,0.200021,-0.136612,0.241551,0.200021,-0.136612,-0.018522,-0.186121,0.342824,-0.027736,-0.215361,0.053378,0.123681,-0.255628,-0.194869,0.123681,-0.255628,-0.194869,0.123681,-0.255628,-0.194869
0.215376,-0.130577,-0.620221,0.114017,-0.100126,-1.077133,0.242279,-0.138616,-1.151760,0.242279,-0.138616,-1.151760,0.031048,0.091888,-0.643983,-0.154461,0.050781,-1.070811,-0.028124,0.100165,-1.137143,-0.028124,0.100165,-1.137143,0.008837,0.014964,0.153537,0.034233,0.013646,0.214569,0.012496,0.012670,0.475477,0.088655,0.012798,0.523819,0.030955,0.208910,0.347164,0.029940,0.216423,0.051568,0.251502,0.195040,-0.128090,0.251502,0.195040,-0.128090,0.251502,0.195040,-0.128090,-0.020642,-0.186155,0.342542,-0.035869,-0.213899,0.053411,0.105488,-0.256611,-0.200201,0.105488,-0.256611,-0.200201,0.105488,-0.256611,-0.200201
0.216133,-0.129457,-0.619715,0.132000,-0.098339,-1.079933,0.263371,-0.136224,-1.149268,0.263371,-0.136224,-1.149268,0.029862,0.092260,-0.644278,-0.173657,0.053071,-1.063084,-0.050114,0.101398,-1.135124,-0.050114,0.101398,-1.135124,0.008457,0.014944,0.153571,0.033818,0.013385,0.214614,0.012215,0.012066,0.475512,0.088168,0.011839,0.524033,0.030972,0.208360,0.347479,0.032053,0.215529,0.051948,0.258790,0.190461,-0.120494,0.258790,0.190461,-0.120494,0.258790,0.190461,-0.120494,-0.022363,-0.186329,0.342258,-0.042987,-0.212768,0.053525,0.089447,-0.257281,-0.204454,0.089447,-0.257281,-0.204454,0.089447,-0.257281,-0.204454
