1.066199075841482546e+01,1.223431620891007015e+02,8.900837075505577900e+01,7.925773645059351225e+01
9.201727581362915132e+00,1.138715115356973797e+02,9.506460276982748780e+01,7.263286485654931823e+01
7.831258647653366545e+00,1.155827029054433126e+02,1.175564829073791913e+02,6.931245780942879264e+01
6.241817522447009381e+00,1.105172842393305217e+02,1.079447629948100200e+02,6.418014162559849467e+01
3.957247733175100812e+00,9.938333953069938786e+01,1.142249291204592794e+02,7.832297614405734976e+01
3.062939202186842014e+00,7.498822983066938264e+01,9.319658535801636390e+01,8.238070503881488094e+01
3.514559767064033391e+00,6.670512083747031795e+01,8.463290849232322444e+01,9.125632144296628212e+01
4.195804034325440135e+00,4.243564567705590918e+01,5.544990563188747501e+01,6.543249288010430575e+01
7.289111743946754540e-01,2.131629007814121124e+01,2.967973007353925397e+01,3.415120996545675069e+01
3.296262471584539555e-01,7.393810953483805903e+00,1.502910690364359247e+01,2.006623282274841813e+01
1.134642833780292182e-01,5.372370362055796988e+00,9.001310856140124272e+00,2.063725429568635761e+01
1.103371172501009800e-01,2.547074815093487654e+00,6.689351011460766827e+00,1.770868964230693621e+01
5.414962042563975508e-01,4.281351055967379970e+00,5.413448856447516278e+00,2.822190946169232006e+01
1.521021761691700447e-01,3.519212530530418714e+00,6.701950198599512909e+00,2.028433198517548419e+01
3.753615159221099923e-02,1.270699115016871605e+00,3.437800032895646840e+00,2.320200203306439946e+01
